gila	O
ini	O
gemes	NORM_1WORD
bgt	NORM_1WORD
,	O
jd	NORM_1WORD
kan	O
krn	NORM_1WORD
gue	NORM_1WORD
gabut	O
bgt	NORM_1WORD
,	O
gue	NORM_1WORD
akhirnya	O
kembali	O
ke	O
hobi	O
jaman	NORM_1WORD
sd	O
gue	NORM_1WORD
yaitu	O
menulis	O
,	O
terus	O
gue	NORM_1WORD
akhirnya	O
memberanikan	O
diri	O
utk	NORM_1WORD
post	O
di	O
sosmed	O
nih	O
ceritanya	O
,	O
eh	O
ada	O
yg	NORM_1WORD
comment	O
tbtb	NORM_1WORD
"	O
idek	O
your	O
language	O
but	O
i'm	NORM_2WORD
so	O
going	O
to	O
read	O
it	O
,	O
i'll	NORM_2WORD
put	O
it	O
in	O
google	O
translate	O
"	O
-	O

@sicfallacy	O
kan	O
.	O
acknowledge	O
ni	O
real	O
issue	O
.	O
mmg	NORM_1WORD
ramai	O
ikat	O
perut	O
,	O
takda	NORM_2WORD
bilik	O
proper	O
.	O
kawan	O
i	O
dulu	O
um	O
after	O
ptptn	O
left	O
rm600	O
for	O
6	O
months	O
.	O
so	O
basically	O
parent	O
bagi	O
belanja	O
.	O
he's	NORM_2WORD
lucky	O
.	O
but	O
yang	O
takde	NORM_2WORD
source	O
?	O
janganlah	O
nak	O
hentam	NORM_1WORD
rata	O
iphone	O
,	O
tengok	O
wayang	O
bla	NORM_1WORD
bla	NORM_1WORD
.	O
they're	NORM_2WORD
not	O
,	O
and	O
exist	O
.	O

@askmenfess	O
yg	NORM_1WORD
ada	O
jinnya	O
itu	O
?	O
nyimpen	NORM_1WORD
gua	NORM_1WORD
keknya	NORM_1WORD
dibookmark	NORM_1WORD
tapi	O
bukn	NORM_1WORD
thread	O
sih	O
keknya	NORM_1WORD
ssan	O
gtu	NORM_1WORD

missed	O
calls	O
oleh	O
ryan	O
oakes	O
https://t.co/90iwqevzbx	O

youngk	O
cant	NORM_1WORD
you	O
please	O
.	O
dying	O
sama	O
improvisasi	O
nya	O

@askmenfess	O
apa	O
gua	NORM_1WORD
doang	NORM_1WORD
ya	O
yg	NORM_1WORD
not	O
even	O
care	O
:))	O
lo	NORM_1WORD
mau	O
bontel	O
kek	NORM_1WORD
asal	O
care	O
itu	O
cowo	NORM_1WORD
yg	NORM_1WORD
joss	O
wkwkwk	O

@willprasss	O
btw	O
i'm	NORM_2WORD
not	O
man	O
enough	O
deng	O
yg	NORM_1WORD
terakhir	O
wkwk	O

@liyurizarira	O
syukurlah	O
!	O
duh	O
seneng	NORM_1WORD
bacanya	O
.	O
tapi	O
kalo	NORM_1WORD
kapanpun	O
kamu	O
merasa	O
regress	O
/	O
memburuk	O
lagi	O
,	O
jangan	O
ragu2	NORM_1WORD
ke	O
psikiater	O
ya	O
.	O
i	O
really	O
wish	O
you	O
well	O
.	O

@clemefrain	O
/	O
uh	O
.	O
bakal	O
susah	O
?	O
gue	NORM_1WORD
cuma	O
kepikiran	NORM_1WORD
c-section	O
kalau	O
pun	O
laki-laki	O
nantinya	O
bisa	O
melahirkan	O
.	O
there's	NORM_2WORD
not	O
enough	O
space	O
between	O
the	O
scrotum	O
and	O
the	O
anus	O
,	O
kalau	O
di	O
belakang	O
anus	O
udah	NORM_1WORD
ketemu	O
pantat	O
.	O
man	O
idk	O
.	O
anatomy	O
makes	O
my	O
head	O
hurts	O
.	O
:(	O

nikmati	O
promo	NORM_1WORD
of	O
the	O
week	O
booking	O
hotel	O
murah	O
di	O
indonesia	O
diskon	O
s.d	O
67%	O
https://t.co/6pjtsxqcgs..#promohotel	O
#hotelmurah	O
#liburan	O
#hotel	O

well	O
sebenernya	NORM_1WORD
masih	O
banyak	O
loh	O
orang2	NORM_1WORD
di	O
sekitar	O
kita	O
yg	NORM_1WORD
.	O
gimana	O
ya	O
ngomongnya	O
.	O
masih	O
"	O
gaptek	NORM_2WORD
"	O
lah	O
ya	O
,	O
ga	NORM_1WORD
ngerti	NORM_1WORD
fungsi	O
smartphone	O
buat	O
apa	O
selain	O
buat	O
wassap	O
sm	NORM_1WORD
main	O
fb	O
gitu	NORM_1WORD
,	O
yg	NORM_1WORD
ga	NORM_1WORD
pake	NORM_1WORD
mikirin	NORM_1WORD
lagi	O
apalagi	O
sampe	NORM_1WORD
searching	O
sebab	O
akibat	O
dr	NORM_1WORD
perbuatan	O
dia	O
apa	O
gitu	NORM_1WORD
loh	O
.	O

disaat	O
lagi	O
butuh-butuhnya	O
.	O
hes	NORM_2WORD
not	O
here	O

@dulatips	O
menang	O
dong	O
pasti	O
sandi	O
!	O
hidup	O
infrastruktur	O
langit	O
?	O
what	O
infrastruktur	O
langit	O

eksperimen	O
butter	O
rolls	O
,	O
walaupun	O
ada	O
yg	NORM_1WORD
ke	O
lupa	O
stepnya	NORM_2WORD
tapi	O
not	O
bad	O
lah	O
besok	O
bisa	O
coba	O
lagi	O
.	O
gagal	O
itu	O
biasa	O
~	O
https://t.co/5dybyt6yr6	O

@greschinov	O
1-2	O
orang	O
yang	O
spesifik	O
.	O
