ถ้า	O
ตอบ	O
มา	O
แบบ	O
นี้	O
พอ	O
จะ	O
เข้าใจ	O
ได้	O
อยู่	O
ครับ	O
_	O
แต่	O
ก็	O
ยัง	O
กังขา	O
ว่า	O
เค้า	NORM_1WORD
จะ	O
ไม่	O
สามารถ	O
บรีฟ	O
ทีม	O
ตัดต่อ	O
ได้	O
เลย	O
หรอ	NORM_1WORD
_	O
เค้า	NORM_1WORD
จะ	O
ไม่	O
บอก	O
ให้	O
ตัด	O
ตาม	O
ลำดับ	O
ได้	O
เลย	O
หรอ	NORM_1WORD
คับ	NORM_1WORD
_	O
ที่	O
จริง	O
หลายๆ	NORM_2WORD
ซิง	NORM_1WORD
ที่	O
ผ่าน	O
มา	O
ตั้งแต่	O
คุกกี้	O
_	O
เฟสติวัล	O
_	O
ผม	O
ก็	O
ไม่	O
เคย	O
อะไร	O
นะ	O
เพราะ	O
นั่น	O
อฟช.	NORM_1WORD
เลือก	O
แต่	O
นี่	O
ซิง	NORM_1WORD
เลือกตั้ง	O
ที่	O
มา	O
จาก	O
แฟนคลับ	O
คน	O
มัน	O
ก็	O
ต้อง	O
มี	O
ความคาดหวัง	O
อยู่แล้ว	O
ครับ	O

รีวิว	O
คร่าวๆ	NORM_2WORD
ไว้	O
ก่อน	O
ผ่าน	O
ไป	O
สัก	O
พัก	O
จะ	O
มา	O
อัพเดท	NORM_1WORD
จมูก	O
ใหม่	O
เรื่อยๆ	NORM_2WORD
_	O
มี	O
แต่	O
คน	O
ถาม	O
ว่า	O
จมูก	O
โด่ง	O
อยู่แล้ว	O
ทำ	O
ทำไม	O
_	O
มัน	O
โด่ง	O
แต่	O
ทรง	O
ไม่	O
สวย	O
ค่อนข้าง	O
งุ้ม	O
คล้าย	O
แม่มด	O
ฮัมพ์	O
ใหญ่	O
_	O
ไวน์	O
เลย	O
ปรึกษา	O
คุณ	O
หมอ	O
ที่	O
รณภีร์	O
คลีนิค	O
คุณ	O
หมอ	O
แนะนำ	O
ดี	O
มาก	O
_	O
ของ	O
ไวน์	O
คือ	O
ตะไบ	O
ฮัมพ์	O
อแก	NORM_1WORD
เพิ่ม	O
ปลาย	O
ใฟ้	NORM_1WORD
เชิด	O
ขึ้น	O
ข้าง	O
บน	O
เสริม	O
เล็กน้อย	O
_	O
ทรง	O
อเมริกันบาร์บี้	O
_	O
(	O
ต่อ	O
)	O

รีวิว	O
_	O
การอยู่คนเดียว	O
เว้ยยย	NORM_1WORD
_	O
การไม่มีแฟน	O
หรือ	O
ไม่	O
มี	O
คน	O
คุย	O
มัน	O
ก็	O
เหมือน	O
ตัวเอง	O
โดดเดียว	NORM_1WORD
เหงา	O
วะ	O
แต่	O
บางที	O
พอ	O
อยู่	O
กับ	O
เพื่อน	O
แม่ง	O
ก็	O
ลืม	O
เรื่อง	O
แบบ	O
นี้	O
ไป	O
เลย	O
_	O
เมื่อถึงเวลา	O
ต้อง	O
พักผ่อน	O
เรา	O
มี	O
เวลา	O
พักผ่อน	O
มาก	O
ไม่	O
ต้อง	O
เสียเวลา	O
คุย	O
กับ	O
ใคร	O
เลย	O
_	O
แม้กระทั้ง	NORM_1WORD
เงิน	O
เว้ย	O
555	O
ไม่	O
ต้อง	O
ไป	O
จ่าย	O
ไร	NORM_1WORD
ให้	O
ใคร	O
_	O
#แต่เมื่อถึงเวลาจะเจอเองอะคนที่ใช่	O

ไม่	O
เคย	O
ด่า	O
อฟช	NORM_1WORD
เลย	O
นะ	O
_	O
แต่	O
ครั้ง	O
นี้	O
ไม่	O
ไหว	O
อ่ะ	NORM_1WORD
_	O
ก็	O
จ่าย	O
เงิน	O
ไป	O
แล้ว	O
อ่ะ	NORM_1WORD
_	O
แล้ว	O
จะ	O
ให้	O
จ่าย	O
อีก	O
_	O
ยกเลิก	O
แต่	O
เงิน	O
ก็	O
ยัง	O
ไม่	O
คืน	O
_	O
ถ้า	O
ยัง	O
อยาก	O
ได้	O
สินค้า	O
ก็	O
ต้อง	O
ไป	O
เจียด	O
เงิน	O
จาก	O
แพลน	NORM_1WORD
ที่	O
