http://t.co/kmzm3fw6r5	O
vučić	O
je	O
na	O
početku	O
mandata	O
rekao	O
da	O
će	O
mnoge	O
odluke	O
biti	O
bolne	O
.	O

ili	O
su	O
svi	O
ludi	O
ili	O
drogirani	O
?!	O

-	O
neću	O
.	O

s.	O
de	O
bovoar	O
je	O
drugi	O
pol	O
napisala	O
pre	O
vise	NORM
od	O
50	O
god	NORM
,	O
a	O
mi	O
se	O
i	O
dalje	O
"	O
pitamo	O
"	O
zasto	NORM
zene	NORM
sebe	O
dozivljavaju	NORM
kao	O
slabiji	O
pol	O
.	O

ne	O
ucim	NORM
level	O
toma	O
nikolic	NORM
hoce	NORM
da	O
me	O
postavi	O
za	O
licnog	NORM
asistenta	O
i	O
predlozi	NORM
ovima	O
iz	O
ministarstva	O
prosvet	NORM
,	O
nauke	O
i	O
tehnoloskog	NORM
napretka	O
.	O

@enteringm	O
@kontrash34	O
.	O
ja	O
sam	O
ljubomorna	O
i	O
zavidna	O
dusa	NORM
,	O
zavidim	O
na	O
njenoj	O
lepoti	O
a	O
posebno	O
inteligenciji	O
pa	O
bacam	O
komentare	O

gledam	O
film	O
i	O
čujem	O
neku	O
dobru	O
pesmu	O
.	O

mnogo	O
su	O
gotivni	O
ovi	O
profesori	O
što	O
nagrađuju	O
studente	O
čokoladicama	O
.	O

do	O
sledećih	O
izbora	O
toma	O
će	O
da	O
iskrsne	O
sa	O
titulom	O
dr	O

svako	O
jutro	O
sef	NORM
ulazi	O
u	O
kanc	NORM
tako	O
sto	NORM
zakuca	O
na	O
vrata	O
sve	O
snage	O
i	O
onda	O
koleginice	O
"	O
jao	O
sefe	NORM
sto	NORM
vam	O
dobar	O
kuc	O
"	O
i	O
tako	O
svako	O
jebeno	O
jutro	O
.	O

jel	NORM
to	O
znaci	NORM
da	O
nas	O
5.	O
avgusta	O
napusta	NORM
i	O
odlazi	O
u	O
penziju	O
?	O

@bojandjuric78	O
a	O
sta	NORM
je	O
netačno	O
rekao	O
,	O
pod	O
uslovom	O
da	O
je	O
prevod	O
ispravan	O
?	O

drugara	O
ujela	O
lutalica	O
,	O
uzeo	O
100.000	O
,	O
znači	O
večeras	O
šetam	O
po	O
gradu	O
u	O
trofrtaljkama	O
namazan	O
slaninom	O
do	O
kolena	O

@daleko_odavde	O
htela	O
sam	O
da	O
ima	O
nešto	O
čime	O
će	O
se	O
zanimati	O
dok	O
mi	O
nismo	O
tu	O
.	O

brat	O
:	O
...	O

de	NORM
su	O
ovi	O
beogradjabi	NORM
mamicu	O
im	O
beogradsku	O
....	O

u	O
pekari	O
u	O
barajevu	O
radnica	O
vec	NORM
2.	O
nedelju	O
dolazi	O
sa	O
svezom	NORM
sljivom	NORM
na	O
oku	O
.	O

@lotostatistika	O
vodozemci	O
!	O

@ajiramdar	O
kažem	O
ti	O
adsl	O
je	O
osetljiviji	O
;	O
verujem	O
da	O
je	O
long	O
shot	O
,	O
ali	O
ako	O
je	O
sve	O
dobro	O
povezano	O
,	O
zovi	O
provajdera	O
da	O
proveri	O
jačinu	O
signala	O

negde	O
pred	O
jutro	O
sam	O
sanjao	O
nju	O
kako	O
me	O
proganja	O
i	O
prica	NORM
kako	O
je	O
(	O
ne	O
)	O
zadovoljna	O
svojim	O
zivotom	NORM
.	O

kad	O
mi	O
je	O
jedna	O
osoba	O
rekla	O
da	O
ne	O
zna	O
ništa	O
da	O
skuva	O
i	O
da	O
nikad	O
ne	O
radi	O
kućne	O
poslove	O
odreagovala	O
sam	O
tipa	O
-	O
kako	O
te	O
nije	O
sramota	O
da	O
živiš	O
?!?!	O

@lilninana	O
nemoj	O
da	O
ritvituješ	O
imam	O
osećaj	O
da	O
znaš	O
o	O
čemu	O
je	NORM
radi	O
,	O
a	O
obe	O
znamo	O
da	O
moraš	O
da	O
ćutiš	O

ali	O
još	O
je	O
teže	O
odustati	O
ako	O
znaš	O
da	O
je	O
to	O
nešto	O
što	O
si	O
uvek	O
želeo	O
.	O

baš	O
diskutujem	O
sa	O
drugom	O
o	O
tome	O
,	O
ubedjuje	NORM
ga	O
ta	O
ista	O
da	O
je	O
to	O
veza	O
...	O

zasto	NORM
bi	O
ikome	O
zamerali	O
ako	O
naplacuje	NORM
svoje	O
tvitanje	O
i	O
taj	O
tzv	NORM
uticaj	O
.	O

@bojandjuricldp	O
ima	O
jedna	O
pametna	O
-	O
nećeš	O
znati	O
ako	O
ne	O
pokušaš	O
.	O

šta	O
drugo	O
...	O

nagovoriću	O
drugaricu	O
da	O
ona	O
uzme	O
,	O
pa	O
ako	O
to	O
radi	O
i	O
ja	O
ću	O
:)	O

priznaćete	O
da	O
je	O
moja	O
odluka	O
da	O
jedem	O
ladan	NORM
burek	O
,	O
ćevape	O
i	O
rusku	O
salatu	O
uz	O
gledanje	O
lotr-a	O
u	O
4	O
ujutru	O
odlična	O
ideja	O
.	O

@bokaams	O
pa	O
,	O
ne	O
radi	O
to	O
jadnim	O
ljudima	O
.	O

volim	O
da	O
pevam	O
neku	O
pesmu	O
i	O
kad	O
dođe	O
neki	O
deo	O
koji	O
ne	O
znam	O
ili	O
sam	O
zaboravila	O
kažem	O
šta	O
?	O
i	O
oni	O
nastave	O

očigledno	O
je	O
potrebno	O
da	O
nas	O
pukne	O
nešto	O
baš	O
snažno	O
posred	O
čela	O
,	O
kako	O
bismo	O
mi	O
shvatili	O
koliko	O
je	O
život	O
bitan	O
zaista	O
.	O

jebote	O
muskarci	NORM
su	O
ugrozena	NORM
vrsta	O
.	O

by	O
the	O
way	O
sad	O
mi	O
je	O
jos	NORM
odvratniji	O
...	O

i	O
opet	O
sve	O
isto	O
,	O
ili	O
slicno	NORM
;	O
plagirani	O
doktorati	O
,	O
razne	O
poznate	O
nam	O
zadnjice	O
...	O

naravno	O
,	O
kad	O
zaposljavaju	NORM
sns	O
kadar	O
koji	O
bi	O
u	O
kancelariju	O

ako	O
mi	O
se	O
od	O
necega	NORM
pegla	O
to	O
je	O
od	O
sabana	NORM
i	O
krompirasa	NORM
koji	O
share-uju	NORM
linkove	O
od	O
ekv-a	O
,	O
krug	O
i	O
srce	O
,	O
jer	O
misle	O
da	O
su	O
tako	O
ultrakul	O
.	O

ko	O
je	O
aktivan	O
kao	O
pčelica	O
,	O
jak	O
kao	O
bik	O
,	O
radi	O
kao	O
konj	O
i	O
dodje	NORM
kući	O
umoran	O
kao	O
pas	O
,	O
treba	O
da	O
konsultuje	O
veterinara	O
i	O
pita	O
da	O
li	O
je	O
-	O
magarac	O
?	O

ili	O
izdvoje	O
vreme	O
i	O
citaju	NORM
strucnu	NORM
literaturu	O
.	O

@phaetonmax	O
ako	O
planiraš	O
vrhunske	O
rakije	O
savetujem	O
